state,area,pincode
Assam,Telibasti,782435
Assam,Tengaguri,782127
Assam,Tengelijan,782470
Assam,Tengralangso,782450
Assam,Teralangso,782446
Assam,Teteliguri,782482
Assam,Tetelisara,782426
Assam,Thaisupar,782446
Assam,Tikahill,782450
Assam,Tiniali Bazar,782446
Assam,Tinsukia Juria,782124
Assam,Tokonabori,782104
Assam,Toptola,782121
Assam,Tuktuki,782123
Assam,Tulashimukh,782101
Assam,Tumpreng,782485
Assam,Udalani Bazar,782446
Assam,Udali No 1,782482
Assam,Udari,782105
Assam,Udmari,782140
Assam,Ulukunchi,782410
Assam,Umcherra,782486
Assam,Umpanai,782410
Assam,Umswar,782410
Assam,Uriagaon,782003
Assam,Uttar Borbil,782481
Assam,Uttar Garanjan,782128
Assam,Uttar Khatowal,782128
Assam,Uttar Petboha,782460
Assam,Vitorkaliani,782490
Assam,Watijor,782446
Assam,Wirwar,782441
Assam,Adharsatra,785702
Assam,Afala,785663
Assam,Ahatguri,785614
Assam,Aideopukhuri,785690
Assam,Ailamukh,785664
Assam,Akhoi Phutia,785697
Assam,Alengmora,785108
Assam,Alengmuria,785622
Assam,Amguri Haloating,785681
Assam,Amguri,785680
Assam,Amgurinabhanga,785614
Assam,Amkotia,785697
Assam,Amtoll Chintamoni,785682
Assam,Arjun Guri,785697
Assam,Assam Agriculture University,785013
Assam,Athabari,785625
Assam,Athkhel,785696
Assam,Auniati Satra,785106
Assam,Badulipaar,785611
Assam,Baghjan Grant,785681
Assam,Baghmora,785101
Assam,Baghshumout,785697
Assam,Bahana,785101
Assam,Bahana Tiniali,785101
Assam,Bahguri,785614
Assam,Bahoni,785633
Assam,Bahphola,785108
Assam,Bailunggaon,785107
Assam,Bajalani Kohar,785009
Assam,Bakhor Bengena,785674
Assam,Baliaghat,785667
Assam,Balichapori,785104
Assam,Balijan Aamtenga,785612
Assam,Balijan Te,785635
Assam,Bam Rajabari,785671
Assam,Bamborahi,785702
Assam,Bamunpukhuri,785685
Assam,Bamunpukhuri,785683
Assam,Bandor Chaliha,785633
Assam,Banmukh,785663
Assam,Barbaruakhat,785692
Assam,Barbheta,785004
Assam,Barchapori Khakanguri,785108
Assam,Bargayan,785104
Assam,Barhoiting,785697
Assam,Barpathar,785602
Assam,Barpatharua,785702
Assam,Barpatra Te,785693
Assam,Bartingnaochalia,785626
Assam,Barua Ali,785684
Assam,Barua Chali,785693
Assam,Barua Gaon,785603
Assam,Baruabamungaon,785618
Assam,Baruagaon,785692
Assam,Baruajan,785630
Assam,Baruanagar,785692
Assam,Baruatigaon,785661
Assam,Batiporia,785618
Assam,Bauli Maidam,785685
Assam,Baulipukhuri Sensua,785684
Assam,Behora,785615
Assam,Bejorchiga,785112
Assam,Bekadolong,785690
Assam,Bengenabari,785690
Assam,Bengenakhowa,785702
Assam,Bengenati Satra,785106
Assam,Betbari,785640
Assam,Betena,785663
Assam,Betioni,785622
Assam,Bhadhara,785701
Assam,Bhakatiduar,785110
Assam,Bhalukaguri,785691
Assam,Bharali Pukhuri,785691
Assam,Bharalua Tiniali SVS,785664
Assam,Bhatiapar,785667
Assam,Bhitarual,785682
Assam,Bhogamukh,785682
Assam,Bhogbari Kanugaon,785692
Assam,Bhogdaimukh,785001
Assam,Bhojo,785691
Assam,Bholaguri,785611
Assam,Bhuramora,785104
Assam,Bhuyanhat,785680
Assam,Bihubar,785687
Assam,Bihubar Te,785685
Assam,Bilgaon,785602
Assam,Birina Shayak,785632
Assam,Bishrampur,785670
Assam,Bogargaon,785632
Assam,Bogidole,785697
Assam,Bokakhat Rajabari,785612
Assam,Bokakhat,785612
Assam,Bokalaigaon,785625
Assam,Bokial,785613
Assam,Bokota Chand Bessa,785674
Assam,Boloma,785112
Assam,Bonai,785683
Assam,Bongalgaon,785614
Assam,Bongalpukhuri,785014
Assam,Bongaon,785611
Assam,Bonkowal,785619
Assam,Bonomali,785689
Assam,Borahibari,785680
Assam,Borahigaon,785691
Assam,Borbam Te,785680
Assam,Borhaam Kathani,785006
Assam,Borhat,785693
Assam,Borholla,785631
Assam,Borjan,785625
Assam,Borjan,785610
Assam,Borjuri,785612
Assam,Borkhelia Goon,785101
Assam,Bormathauri,785112
Assam,Bormukoli,785703
Assam,Borpomua Lakhimi,785105
Assam,Bortol,785685
Assam,Botiamari,785106
Assam,Chakalia,785673
Assam,Chakimukh,785685
Assam,Chalangpathar,785705
Assam,Chalapather,785688
Assam,Chalihagaon,785004
Assam,Chamaguri Kamalabari,785110
Assam,Chamahiati,785105
Assam,Chamua Khanikar,785661
Assam,Changmai,785693
Assam,Charagua,785672
Assam,Charaibahi,785616
Assam,Charaimuria,785666
Assam,Charighoria,785108
Assam,Charing,785661
Assam,Charingia Pukhuri,785680
Assam,Charingia,785006
Assam,Charubhanga Dihingia,785674
Assam,Chataichiga Kakotigaon,785680
Assam,Chaulkara,785667
Assam,Chengeli Gaon,785010
Assam,Chenijaan,785010
Assam,Chenimora,785663
Assam,Chepangpani,785685
Assam,Cherekapar,785701
Assam,Chetia Gaon,785684
Assam,Chinatoli,785622
Assam,Chintamoni,785682
Assam,Chirakhunda Chariali,785666
Assam,Chitardarchuk,785104
Assam,Chotianaguri,785692
Assam,Chowdangpathar,785705
Assam,Chowtang,785101
Assam,Chukial,785632
Assam,Chukiapather,785601
Assam,Chumaimari Missing Gaon,785102
Assam,Chungajan,785601
Assam,Chungi,785616
Assam,Chungi Lahing,785635
Assam,Cinakon Chariali,785615
Assam,Cinnamara,785008
Assam,Dabidubi,785611
Assam,Dagaon,785682
Assam,Dahdhara,785614
Assam,Dahotia,785001
Assam,Dakhin Pat Satra,785102
Assam,Dani Chapori,785614
Assam,Dapathar,785602
Assam,Dariagaon,785107
Assam,Daya Chariali,785701
Assam,Deepling,785691
Assam,Dehajan,785662
Assam,Dekhowmukh,785664
Assam,Demow,785662
Assam,Demowmukh,785663
Assam,Deogharia,785630
Assam,Deogharia,785696
Assam,Deopani Habigaon,785693
Assam,Deoraja Maidum,785680
Assam,Deorihabi Chakalia,785669
Assam,Dergaon Chariali,785614
Assam,Dergaon,785614
Assam,Deroi Habi Chak,785680
Assam,Desanghat,785672
Assam,Desnagpani,785689
Assam,Desoinagar,785015
Assam,Dewangaon,785107
Assam,Dhai Ali,785697
Assam,Dhalajan,785616
Assam,Dhalarsatra,785001
Assam,Dhansiri Muich,785612
Assam,Dhekiakhowa,785700
Assam,Dhekial,785622
Assam,Dhekorgorah,785015
Assam,Dhitaipukhuri,785685
Assam,Dhodang,785615
Assam,Dhodang Gaon,785618
Assam,Dholaguri,785613
Assam,Dholebagan,785686
Assam,Dhopbar,785687
Assam,Dhuniapathar,785692
Assam,Dhupguri,785601
Assam,Diffolu T E,785612
Assam,Dihing Mukh,785671
Assam,Dihing Than,785671
Assam,Dihingia,785630
Assam,Dihingia Gaon,785671
Assam,Dikhow Botua,785670
Assam,Dikshu,785684
Assam,Dillighat,785693
Assam,Disangmukh,785663
Assam,Disrigaya Satra,785602
Assam,Dofalada,785612
Assam,Doigrung,785702
Assam,Doklongia,785634
Assam,Dolamara,785612
Assam,Domurdullung,785673
Assam,Dopdhar,785681
Assam,Doria T E,785622
Assam,Dubba,785673
Assam,Dubialgaon,785618
Assam,Dulakhoria,785112
Assam,Duliagaon,785697
Assam,Dusutimukh,785611
Assam,Fakalapather,785111
Assam,Falangani,785702
Assam,Fechual,785635
Assam,Fetagaon,785703
Assam,Fulbari,785630
Assam,Furkating,785610
Assam,Gabharu Konwargaon,785636
Assam,Ganakpukhuri,785622
Assam,Garali,785001
Assam,Gargaon,785685
Assam,Garmursatra,785104
Assam,Garumora,785703
Assam,Gatanga,785616
Assam,Gaurisagar,785664
Assam,Gayengaon,785110
Assam,Geleky,785696
Assam,Gezera,785110
Assam,Ghaorajaan,785692
Assam,Ghiladhari,785603
Assam,Goalgaon,785104
Assam,Goalgaon Baliati,785703
Assam,Gohainbari,785635
Assam,Gohaingaon,785601
Assam,Gohaingaon,785697
Assam,Gojpuria,785008
Assam,Golaghat,785621
Assam,Gomariguri,785705
Assam,Gorajan,785631
Assam,Gorbhanga,785671
Assam,Goriajan,785611
Assam,Goriatika Barpathar,785619
Assam,Gormur Miri Gaon,785687
Assam,Gorokhiadol,785015
Assam,Habichukia,785603
Assam,Hafaluting,785661
Assam,Hahchara,785701
Assam,Halmira Te,785702
Assam,Halouating Grant,785681
Assam,Halowapathar,785636
Assam,Hatigarh,785007
Assam,Hatigarh Balichapori,785101
Assam,Hatighuli,785664
Assam,Hatikhowa,785626
Assam,Hatikhuli,785609
Assam,Hatipoti Grant,785696
Assam,Hazarikagaon,785104
Assam,Hemlai,785636
Assam,Hologuri,785673
Assam,Howtoly,785702
Assam,Hudupara,785685
Assam,Hukurakhat,785626
Assam,Hulalbari,785700
Assam,Ikarani,785631
Assam,Itakhuli,785007
Assam,Jakharia,785112
Assam,Jalukgaon,785680
Assam,Jalukonibari,785630
Assam,Jamuguri,785603
Assam,Japichijia,785636
Assam,Jatakia,785666
Assam,Jelengi Top,785682
Assam,Jengraichapori,785105
Assam,Jengraikumarbari,785105
Assam,Jengraimukh,785105
Assam,Jhanji Hah Chara,785683
Assam,Jhanji Jamuguri,785683
Assam,Jhanji,785683
Assam,Jhanjimukh,785112
Assam,Jogduar,785112
Assam,Jogduar Sonari,785112
Assam,Joirapar,785697
Assam,Jokaibowa,785104
Assam,Jorabari,785683
Assam,Joraguri,785614
Assam,Jorhat Engg College,785007
Assam,Jorhat,785001
Assam,Jorhat Reserch Lab,785006
Assam,Joysagar,785665
Assam,Kachagoral,785010
Assam,Kachamari,785705
Assam,Kachamari,785616
Assam,Kacharihat,785702
Assam,Kachukhat,785633
Assam,Kachumari,785670
Assam,Kachupathar,785619
Assam,Kakachang,785612
Assam,Kakajan Duliagaon,785107
Assam,Kakajan,785107
Assam,Kakilamukh,785108
Assam,Kakodonga Bekajan,785631
Assam,Kakotibari,785691
Assam,Kalakhowa,785010
Assam,Kaliagaon,785614
Assam,Kalioni,785664
Assam,Kaloogaon,785666
Assam,Kamalabari,785106
Assam,Kamarbandha Ali,785625
Assam,Kamargaon Golaghat,785619
Assam,Kamargaonchariali,785614
Assam,Kamarkhatowal,785107
Assam,Kanaighat,785699
Assam,Karatipar,785104
Assam,Karchowa,785684
Assam,Karigaon,785667
Assam,Karki Chuk Missing Gaon,785105
Assam,Karuabahi Satra,785615
Assam,Kathalguri,785622
Assam,Kawaimari Gohaingaon,785683
Assam,Kaziranga,785609
Assam,Kaziranga National Park,785609
Assam,Kenduguri,785697
Assam,Khaloighogra,785688
Assam,Khangia,785614
Assam,Khatisona,785635
Assam,Khelua,785701
Assam,Khemdeo Pukhuri,785666
Assam,Khemon,785697
Assam,Khona Khokra,785664
Assam,Khonamukh,785682
Assam,Khorahat,785662
Assam,Khorikotia,785633
Assam,Khotia Toli,785612
Assam,Khumtai,785619
Assam,Koibatra Dolonigaon,785672
Assam,Koliani,785108
Assam,Koliapani,785112
Assam,Komalpur,785104
Assam,Komorajan,785664
Assam,Konwar Dihingia,785662
Assam,Konwaripukhuri,785001
Assam,Konwarpur,785667
Assam,Kopradhara,785700
Assam,Kordoiguri,785602
Assam,Korokani,785691
Assam,Korokatoly,785015
Assam,Koronga,785008
Assam,Kukurachowa,785636
Assam,Kulamua Missing,785104
Assam,Kuruabahi Tiniali,785615
Assam,Lahdoigarh Chariali,785700
Assam,Lahinggaon,785635
Assam,Lahowal,785682
Assam,Lakhibari,785635
Assam,Lakhibari Tiniali,785603
Assam,Lakhimi Jan,785685
Assam,Lakhowjaan Tiniali,785612
Assam,Lakowah,785688
Assam,Lakwah R S,785698
Assam,Lalimchiga,785680
Assam,Lefera,785693
Assam,Letekujaan,785613
Assam,Lichubari,785008
Assam,Ligiripukhuri,785685
Assam,Longpotia,785692
Assam,Macharhat,785001
Assam,Mackeypure,785685
Assam,Madhapur,785630
Assam,Madhavnagar,785681
Assam,Madhupur,785104
Assam,Madhya Ahatguri,785614
Assam,Maduri,785685
Assam,Maheema,785626
Assam,Mahmora Balijan,785691
Assam,Maibella,785689
Assam,Majbari,785680
Assam,Majkuri,785112
Assam,Majnoi,785636
Assam,Majorchapori,785104
Assam,Majordeori,785105
Assam,Majulibongaon,785110
Assam,Malowpathar,785108
Assam,Marangi,785702
Assam,Marangi Chariali,785702
Assam,Mariani,785634
Assam,Melamati,785632
Assam,Melamora,785702
Assam,Meleng,785634
Assam,Meleng Te,785700
Assam,Melenggrant,785635
Assam,Merapani,785705
Assam,Messagarh,785697
Assam,Meteka,785697
Assam,Mezenga,785685
Assam,Miligaon Tiniali,785110
Assam,Mirigaon,785631
Assam,Mirigaon,785602
Assam,Miripather,785691
Assam,Missajan,785684
Assam,Missamora,785618
Assam,Missamora Missing Gaon,785104
Assam,Missionpatty,785702
Assam,Mithapukhuri,785697
Assam,Mogorahat,785666
Assam,Mogroigaon,785635
Assam,Mohimabari,785631
Assam,Mohkhuti,785669
Assam,Mohoramukh,785619
Assam,Mohpara,785609
Assam,Mokrong,785631
Assam,Moluahabi,785622
Assam,Mon Mohan Gaon,785689
Assam,Morabazar,785680
Assam,Moran,785669
Assam,Moranchiga,785683
Assam,Morangaon,785630
Assam,Moranhat,785670
Assam,Moranjan,785673
Assam,Mori Jhanji,785682
Assam,Morituni,785106
Assam,Morongial,785635
Assam,Mothurapur,785689
Assam,Moudumuni,785673
Assam,Moukhowa,785702
Assam,Moutga R S,785686
Assam,Moutgaon,785101
Assam,Mudoibil,785105
Assam,Mudoigaon,785614
Assam,Mudoijan Tiniali,785112
Assam,Muktinagar,785631
Assam,Murmuria,785704
Assam,Murmuria Missing Gaon,785105
Assam,Murphulani,785702
Assam,Na Ali Dhekiajuli,785009
Assam,Na Pam Baruati,785684
Assam,Nabheta,785622
Assam,Nagadhuli,785633
Assam,Nagahat,785692
Assam,Nagajanka,785634
Assam,Nagaon,785687
Assam,Naginijan,785635
Assam,Nagura Grant,785603
Assam,Naharani,785618
Assam,Naharjaan,785612
Assam,Nahat,785662
Assam,Nahatia,785108
Assam,Nahphani,785614
Assam,Nakachari,785635
Assam,Nakatani,785667
Assam,Nakhana,785664
Assam,Nakkati,785611
Assam,Naladhibari,785618
Assam,Namchungi,785616
Assam,Namdeori,785108
Assam,Namkhatoal,785626
Assam,Namrupia,785634
Assam,Namsisu,785636
Assam,Namti,785685
Assam,Namti Bamungaon,785684
Assam,Namti Chariali,785684
Assam,Namtial Gaon,785666
Assam,Namtial Pathar,785684
Assam,Namtial Pathar,785697
Assam,Namtidoll,785684
Assam,Namtola,785690
Assam,Naojan,785601
Assam,Napam Bekajan,785682
Assam,Napam Deopani,785684
Assam,Napamuakamargaon,785625
Assam,Naphuk,785689
Assam,Nazira Dulakakharia,785696
Assam,Nazira,785685
Assam,Neamatighat,785111
Assam,Negheriting,785703
Assam,Nemuguri,785674
Assam,New Bessamora,785110
Assam,Nimaigarh Habi,785687
Assam,Nimonagarh,785689
Assam,Nitaipukhuri,785671
Assam,Nogagaon,785701
Assam,Nongalmora Tiniali,785674
Assam,Numaligarh Refinery Project,785699
Assam,Numaligarh,785615
Assam,Oating,785603
Assam,Ongc Colony,785697
Assam,Ongc Jorhat,785704
Assam,Ouguri Missing,785112
Assam,Ouguri Shyam,785692
Assam,Paanjaan Borholla,785631
Assam,Padumani,785702
Assam,Palengi,785672
Assam,Panbecha,785663
Assam,Panibill,785685
Assam,Panichokua,785006
Assam,Panjan Sarupathr,785601
Assam,Parbatia,785006
Assam,Paruliguri,785671
Assam,Pathalial,785683
Assam,Patsaku,785673
Assam,Photikachowa,785670
Assam,Phukannagar,785640
Assam,Phulanibari,785104
Assam,Phulpanichiga,785683
Assam,Phutuki Chapori,785104
Assam,Pioli Pukhuri,785685
Assam,Pirakota,785107
Assam,Pohuchungi Pather,785691
Assam,Pokamura,785004
Assam,Potiagaon,785106
Assam,Potiagaon,785101
Assam,Premhara,785602
Assam,Ptc Dergaon,785703
Assam,Pub Khumtai,785622
Assam,Pub Charigaon,785010
Assam,Pulibar Bidyapith,785702
Assam,Pulibor,785006
Assam,Pulikaitoni,785631
Assam,Purana Titabor,785632
Assam,Purani Gohaingaon,785111
Assam,Rahan,785692
Assam,Rahdhala,785622
Assam,Raidangjuri,785631
Assam,Rajabahar,785631
Assam,Rajabari,785631
Assam,Rajabari,785014
Assam,Rajapool,785685
Assam,Rajapukhuri,785601
Assam,Rajmai,785672
Assam,Rajmao,785685
Assam,Rajoi,785107
Assam,Ramaniali,785686
Assam,Ramugaon,785686
Assam,Rangachahi Nikinikhowa,785104
Assam,Rangamati,785614
Assam,Rangoli,785670
Assam,Ratanpur,785110
Assam,Ratanpur Mirigaon,785105
Assam,Ratanpur Sishupani,785705
Assam,Ratomora,785670
Assam,Robigaon,785683
Assam,Rong Ghar Chariali,785665
Assam,Ronga Bam Habi,785691
Assam,Rongachahi,785104
Assam,Rongajan,785630
Assam,Rongdoi Chariali,785101
Assam,Rongorahat,785611
Assam,Rongpurnagar,785640
Assam,Rowmara,785614
Assam,Rudrasagar,785665
Assam,Rupahi Mukh,785664
Assam,Salikihaat,785625
Assam,Salmora,785110
Assam,Samguri,785680
Assam,Samukajan,785671
Assam,Santak,785687
Assam,Santipur,785667
Assam,Sapekhati,785705
Assam,Sapekhati,785692
Assam,Saru Mothuria,785688
Assam,Sarupathar,785601
Assam,Satriagaon,785616
Assam,Seleng Lawjan,785636
Assam,Selenghat,785636
Assam,Sepon,785673
Assam,Silakuti,785698
Assam,Silasaku,785686
Assam,Siljuri,785612
Assam,Siloni Nagar,785693
Assam,Silonijan,785602
Assam,Silpukhuri,785664
Assam,Simaluguri,785686
Assam,Singhaduar,785701
Assam,Singyhbill,785696
Assam,Sitalpather,785703
Assam,Sivasagar,785640
Assam,Sockolatinga,785703
Assam,Sodial Kochari Gaon,785630
Assam,Sologuri,785666
Assam,Sologuri Kachari,785703
Assam,Sonari Sibsagar,785690
Assam,Sonowal Kachari,785110
Assam,Sotai,785010
Assam,Sri Ram Bonomali,785105
Assam,Suffry,785689
Assam,Sukan Pukhuri,785697
Assam,Sundarpur,785107
Assam,Sycotta,785633
Assam,Taburam Lahon,785104
Assam,Takaruchuk,785108
Assam,Tamulibari,785616
Assam,Tamulichiga,785682
Assam,Tarajan,785001
Assam,Tekelabari,785616
Assam,Telishal,785705
Assam,Tengabari,785601
Assam,Tengaponia,785671
Assam,Tengapukhuri,785686
Assam,Teok Gaon,785691
Assam,Teok Rajabari,785112
Assam,Teok,785112
Assam,Teokghat,785690
Assam,Teteliguri,785683
Assam,Tilikiaam,785006
Assam,Timon,785691
Assam,Tiphuk,785684
Assam,Tipomia,785630
Assam,Titabor Mohimabari,785630
Assam,Titabor,785630
Assam,Titabor Tiniali,785630
Assam,Titlagarh Chariali,785693
Assam,Totoya,785106
Assam,Towkok,785640
Assam,Udaypur,785662
Assam,Ujani Rajabari,785635
Assam,Ujanikuri,785692
Assam,Ujanitarani,785631
Assam,Ultajaan,785702
Assam,Upper Lengtha,785602
Assam,Upper Nazira,785685
Assam,Uriamghat,785601
Assam,Urongial,785631
Assam,Uttar Dulia,785112
Assam,3 No Borbil,786171
Assam,Adarshgaon,786174
Assam,Agbandha Bengali Gaon,786187
Assam,Alubari,786181
Assam,Amarpur,786157
Assam,Amguri,786160
Assam,Aroimuria,786154
Assam,Arunodaya,786160
Assam,Ashok Nagar,786170
Assam,Baghbari Gaon,786189
Assam,Balijan,786171
Assam,Balijan T E,786601
Assam,Barchapri,786183
Assam,Barhapjan,786150
Assam,Barhullung,786160
Assam,Barmajan,786174
Assam,Baruahola,786183
Assam,Bhardhara,786183
Assam,Bhimpathar,786171
Assam,Bisagaon,786182
Assam,Bisfootia,786601
Assam,Bishnupur,786188
Assam,Bogapani,786171
Assam,Bogdung,786183
Assam,Borali,786152
Assam,Bordirak,786152
Assam,Bordoloinagar,786156
Assam,Bordubi Te,786151
Assam,Borgaon,786170
Assam,Borgolai,786181
Assam,Borguri,786126
Assam,Bormuchai,786152
Assam,Buraburi Than,786157
Assam,Chalihanagar,786146
Assam,Challet,786179
Assam,Chapakhowa,786157
Assam,Chellenguri,786152
Assam,Chikarajan,786160
Assam,Dangrigaon,786156
Assam,Dhekiajan,786171
Assam,Dibong,786181
Assam,Digboi Charali,786171
Assam,Digboi,786171
Assam,Dighal Tarrang,786151
Assam,Dihingia Gaon,786192
Assam,Dinjan,786189
Assam,Dirak Maithong,786152
Assam,Dohotiagaon,786151
Assam,Doom Dooma,786151
Assam,Durgabari,786125
Assam,Gahoripam,786183
Assam,Gakhirbheti,786156
Assam,Gellapukhuri,786126
Assam,Gobarbheti,786160
Assam,Golai,786171
Assam,Hahkhati,786154
Assam,Hamuk Jan,786182
Assam,Hansara,786190
Assam,Hatighuli,786154
Assam,Hijiguri,786192
Assam,Hollong Gutibari,786160
Assam,Hoogrijan,786601
Assam,Inthemgaon,786174
Assam,Islampur,786157
Assam,Jagun,786188
Assam,Jubilee Digboi,786173
Assam,Kachari Maithong,786152
Assam,Kadamoni,786145
Assam,Kailash Pur,786152
Assam,Kakapathar,786152
Assam,Kakojan,786151
Assam,Kanjikhowa,786183
Assam,Kashijan,786152
Assam,Kathalguri,786174
Assam,Ketetong,786181
Assam,Khamti Gowali,786147
Assam,Khetopathargaon,786145
Assam,Koomsang,786151
Assam,Kordoiguri,786156
Assam,Kukurekhowa,786183
Assam,Kukuremara,786158
Assam,Kumchai,786182
Assam,Kundil,786158
Assam,Laika,786147
Assam,Lainagaon,786156
Assam,Laipuli,786183
Assam,Lakhipather,786171
Assam,Laklapathar,786188
Assam,Lamagaon,786181
Assam,Laupati,786156
Assam,Ledo,786182
Assam,Ledo Tikok,786182
Assam,Lekhapani,786182
Assam,Limbuguri,786147
Assam,Lohari,786146
Assam,Long Gaon,786182
Assam,Makum Junction,786170
Assam,Makum Pathar,786187
Assam,Makumkilla,786187
Assam,Mamorani,786170
Assam,Mankhooli,786601
Assam,Margherita New Colony,786181
Assam,Margherita,786181
Assam,Megela,786154
Assam,Muliabari,786171
Assam,Mullang,786182
Assam,Mulukgaon,786189
Assam,Natun Balijan,786158
Assam,Navajyoti,786152
Assam,Nazirating,786171
Assam,Netaji Road,786151
Assam,Pakharijan,786146
Assam,Panitola,786183
Assam,Parbotia,786125
Assam,Pengri,786174
Assam,Phillobari,786160
Assam,Powai,786171
Assam,Prakash Bazar,786125
Assam,Purani Pukhuri,786174
Assam,Rampur,786188
Assam,Rangagora,786147
Assam,Rupaisiding,786153
Assam,Rupbon,786151
Assam,Sadiya,786155
Assam,Saikhowaghat,786154
Assam,Samdang,786190
Assam,Santipur,786150
Assam,Santipur Bazar,786157
Assam,Sarudhadum,786156
Assam,Senairam Bazar,786125
Assam,Sripuria Bengali Gaon,786145
Assam,Sripuria,786145
Assam,Sukhanpukhuri,786146
Assam,Sukriting,786159
Assam,Talap Tinsukia,786156
Assam,Talpathar,786152
Assam,Tinali Nowgong,786152
Assam,Tingrai,786171
Assam,Tinsukia,786125
Assam,Tipong,786179
Assam,Tirap,786182
Assam,Tonganabazar,786152
Assam,Tonganagaon,786152
Assam,Udai Pur,786182
Assam,Ulup Gaon,786181
Assam,Adarkona,788701
Assam,Alamkhani,788722
Assam,Alexanderpur,788161
Assam,Algapur,788101
Assam,Algapur PT II,788150
Assam,Algapur PT V,788150
Assam,Amala,788164
Assam,Amaranagar T E,788030
Assam,Ambarkhana,788712
Assam,Ambicapur,788004
Assam,Amjurghat,788119
Assam,Anglarbazar,788806
Assam,Anilgarh,788156
Assam,Anipur,788734
Assam,Appin,788161
Assam,Arkutipur,788009
Assam,Arunachal,788025
Assam,Asalkandi,788723
Assam,Assam Quary,788931
Assam,Assam University,788011
Assam,Atharotilla,788115
Assam,Aylabari,788712
Assam,Aynakhal Bazar,788164
Assam,Badarpur Bazar,788006
Assam,Badarpur Bazar,788806
Assam,Badarpur Karimganj,788806
Assam,Badarpurghat,788803
Assam,Badripar,788009
Assam,Bag O Bahar,788113
Assam,Bagbari,788720
Assam,Bagetar,788820
Assam,Baglaghat,788026
Assam,Bagpur,788101
Assam,Baithakhal Basti,788726
Assam,Bakrihawar PT III,788801
Assam,Balacherra T E,788110
Assam,Baladhan T E,788107
Assam,Baldabaldi,788162
Assam,Balipipla Bazar,788728
Assam,Baliura,788155
Assam,Banamali,788710
Assam,Bandarkhal,788818
Assam,Bansbari PT II,788152
Assam,Banskandi,788101
Assam,Banskhantilla,788736
Assam,Bar Hailakandi,788155
Assam,Baraigram,788723
Assam,Barakhai T E,788113
Assam,Bararkap,788107
Assam,Barband,788164
Assam,Barjalenga,788117
Assam,Barjatrapur,788110
Assam,Barkatpur,788713
Assam,Baro Mulkoi,788818
Assam,Baroitoli,788815
Assam,Baromuni,788121
Assam,Baropunji,788781
Assam,Barsangam,788117
Assam,Barthal,788113
Assam,Barthal T E,788102
Assam,Baruala,788734
Assam,Basantinagar,788725
Assam,Basudevnagar,788723
Assam,Batertal,788015
Assam,Bazarghat Karimganj,788733
Assam,Bazaricherra Bazar,788727
Assam,Behara Bazar,788817
Assam,Behara PT IV,788817
Assam,Bekirpar,788123
Assam,Berabak PT II,788115
Assam,Bhaga Bazar,788120
Assam,Bhairabnagar,788152
Assam,Bhairabpur,788815
Assam,Bhanga Bazaar,788701
Assam,Bhangarpar,788817
Assam,Bharakhai,788010
Assam,Bhatirkupa,788152
Assam,Bhuban Valley,788099
Assam,Bhubandhar T E,788114
Assam,Bhubaneswarnagar,788817
Assam,Bhurunga,788724
Assam,Bidyanagar,788734
Assam,Bidyaratanpur,788120
Assam,Bilburunga,788817
Assam,Binnakandi,788126
Assam,Binnakandi Ghat,788126
Assam,Bishnunagar,788781
Assam,Bishnunagar East,788152
Assam,Boali Basti,788099
Assam,Boalipar Bazar,788155
Assam,Boaljur,788115
Assam,Borkhola,788110
Assam,Borodukan,788113
Assam,Borolabang,788931
Assam,Bowarghat,788164
Assam,Brahmansashan,788722
Assam,Brojapur,788155
Assam,Brojendrapur,788156
Assam,Bubrighat,788724
Assam,Buribail,788025
Assam,Burnibrease T E,788801
Assam,C R Avenue,788005
Assam,Chaitanyanagar,788720
Assam,Chaligram,788815
Assam,Chamela Bazar,788166
Assam,Chamtilla,788736
Assam,Chandanpur West,788152
Assam,Chandighat T E,788030
Assam,Chandipur,788150
Assam,Chandkhira,788725
Assam,Chandpur,788110
Assam,Chandranathpur,788817
Assam,Chandrapur,788101
Assam,Chandrapur PT II,788163
Assam,Channighat,788120
Assam,Chantilla,788736
Assam,Char Bazar,788710
Assam,Chargola Bazar,788713
Assam,Chatal,788720
Assam,Chekarcham,788116
Assam,Chengjui Grant,788126
Assam,Cheragh,788737
Assam,Chhoto Dudpatil,788002
Assam,Chhoto Dudpatil PT I,788002
Assam,Chhotomanda,788126
Assam,Chibitabichia,788150
Assam,Chincuri T E,788007
Assam,Chiparsangam,788801
Assam,Chirukandi,788003
Assam,Chotojalenga,788113
Assam,Christiankempai,788819
Assam,Clever House,788112
Assam,Cossipur,788009
Assam,Dalgram PT II,788735
Assam,Dalu,788111
Assam,Daluagram,788101
Assam,Damcherra,788817
Assam,Damcherra Bagan,788736
Assam,Dargarband Bazar,788156
Assam,Darmikhal,788116
Assam,Dasgram,788722
Assam,Dautohaza,788830
Assam,Dayapur,788030
Assam,Dayapur T E,788030
Assam,Debipur,788114
Assam,Dehangi,788819
Assam,Derby,788112
Assam,Dewan,788102
Assam,Dewanji Bazar,788001
Assam,Dezabra,788832
Assam,Dhakin Mohonpur,788119
Assam,Dhalibeel PT II,788734
Assam,Dhanehari,788013
Assam,Dhanipur,788120
Assam,Dharakuna,788712
Assam,Dharirghat Grant,788165
Assam,Dholai Bazar,788114
Assam,Dholai Malai,788161
